거래일,종목명,거래수량,환율,거래금액,수수료,유가잔고,잔액,상대계좌,
예탁금이용료,,0,0,"1,864",0,0,0,,
2024.9.2,신한 SOL 미국배당다우존스증권상장지수투자신탁[주식],0,0,"17,850",0,0,"50,492",,
ETF분배금입금,,0,0,"17,850",0,0,0,,
2024.9.2,신한 SOL 미국30년국채커버드콜증권상장지수투자신탁[채권-파생_,0,0,"85,085",0,0,"135,577",,
ETF분배금입금,,0,0,"85,085",0,0,0,,
2024.9.3,KB RISE 25-03 회사채(AA-이상)액티브증권상장지수투자신탁(채권,0,0,"4,136",0,0,"139,713",,
ETF분배금입금,,0,0,"4,136",0,0,0,,
2024.9.3,삼성 KODEX iShares미국하이일드액티브증권상장지수투자신탁[채_,0,0,"9,880",0,0,"149,593",,
ETF분배금입금,,0,0,"9,880",0,0,0,,
2024.9.3,한국투자 ACE 미국30년국채엔화노출액티브증권상장지수투자신탁[,0,0,840,0,0,"150,433",,
ETF분배금입금,,0,0,840,0,0,0,,
2024.9.3,미래에셋 TIGER 미국S&P500+10%프리미엄초단기옵션증권상장지수_,0,0,"65,025",0,0,"215,458",,
ETF분배금입금,,0,0,"65,025",0,0,0,,
2024.9.5,ACE KRX금현물,143,0,"2,213,750",93,543,"-1,998,385",,
Smart+거래소주식매수,,"15,480",0,"215,458",0,0,0,스마트폰,
2024.9.5,RISE 글로벌리얼티인컴,85,0,"893,675",37,85,"-2,892,097",,
Smart+거래소주식매수,,"10,513",0,0,0,0,0,스마트폰,
2024.9.5,TIGER Fn반도체TOP10,75,0,"814,125",34,25,"-2,078,006",,
Smart+거래소주식매도,,"10,855",0,0,0,0,0,스마트폰,
2024.9.5,SOL 미국배당다우존스,10,0,"110,150",4,500,"-1,967,860",,
Smart+거래소주식매도,,"11,015",0,0,0,0,0,스마트폰,
2024.9.5,ACE 미국달러SOFR금리(합성),51,0,"554,370",23,300,"-1,413,513",,
Smart+거래소주식매도,,"10,870",0,0,0,0,0,스마트폰,
2024.9.5,ACE 미국빅테크7+ 15%프리미엄분배(합성),147,0,"1,575,840",66,100,"162,261",,
Smart+거래소주식매도,,"10,720",0,"162,261",0,0,0,스마트폰,
2024.9.6,TIGER Fn반도체TOP10,15,0,"152,550",6,40,"9,705",,
Smart+거래소주식매수,,"10,170",0,"152,556",0,0,0,스마트폰,
2024.9.12,TIGER Fn반도체TOP10,40,0,"398,600",16,0,"408,289",,
Smart+거래소주식매도,,"9,965",0,"398,584",0,0,0,스마트폰,
2024.9.20,ACE 미국S&P500,10,0,"188,250",7,313,"220,032",,
Smart+거래소주식매수,,"18,825",0,"188,257",0,0,0,스마트폰,
2024.9.20,TIGER 미국S&P500+10%프리미엄초단기,20,0,"201,500",8,785,"18,524",,
Smart+거래소주식매수,,"10,075",0,"201,508",0,0,0,스마트폰,
2024.9.20,한국투자 ACE 미국빅테크7+ 15%프리미엄분배증권상장지수투자신_,0,0,"12,900",0,0,"31,424",,
ETF분배금입금,,0,0,"12,900",0,0,0,,
2024.9.23,ACE KRX금현물,16,0,"250,800",10,559,"-219,386",,
Smart+거래소주식매수,,"15,675",0,"31,424",0,0,0,스마트폰,
2024.9.23,TIGER 미국달러단기채권액티브,20,0,"240,400",10,0,"21,004",,
Smart+거래소주식매도,,"12,020",0,"21,004",0,0,0,스마트폰,
2024.9.23,ACE 미국달러SOFR금리(합성),100,0,"1,080,000",45,200,"1,100,959",,
Smart+거래소주식매도,,"10,800",0,"1,079,955",0,0,0,스마트폰,
2024.9.25,ACE 미국달러SOFR금리(합성),100,0,"1,084,000",45,100,"2,184,914",,
Smart+거래소주식매도,,"10,840",0,"1,083,955",0,0,0,스마트폰,
2024.10.2,ACE KRX금현물,88,0,"1,426,040",60,647,"758,814",,
Smart+거래소주식매수,,"16,205",0,"1,426,100",0,0,0,스마트폰,
2024.10.2,SOL 미국30년국채커버드콜(합성),1,0,"9,945",0,"1,002","748,869",,
Smart+거래소주식매수,,"9,945",0,"9,945",0,0,0,스마트폰,
2024.10.2,RISE 글로벌리얼티인컴,70,0,"739,900",31,155,"8,938",,
Smart+거래소주식매수,,"10,570",0,"739,931",0,0,0,스마트폰,
2024.10.2,신한 SOL 미국배당다우존스증권상장지수투자신탁[주식],0,0,"15,000",0,0,"23,938",,
ETF분배금입금,,0,0,"15,000",0,0,0,,
2024.10.2,신한 SOL 미국30년국채커버드콜증권상장지수투자신탁[채권-파생_,0,0,"101,101",0,0,"125,039",,
ETF분배금입금,,0,0,"101,101",0,0,0,,
2024.10.4,KB RISE 25-03 회사채(AA-이상)액티브증권상장지수투자신탁(채권,0,0,"8,460",0,0,"133,499",,
ETF분배금입금,,0,0,"8,460",0,0,0,,
2024.10.4,삼성 KODEX iShares미국하이일드액티브증권상장지수투자신탁[채_,0,0,"10,830",0,0,"144,329",,
ETF분배금입금,,0,0,"10,830",0,0,0,,
2024.10.4,KB RISE 글로벌리얼티인컴 부동산상장지수투자신탁(재간접형),0,0,"3,485",0,0,"147,814",,
ETF분배금입금,,0,0,"3,485",0,0,0,,
2024.10.4,한국투자 ACE 미국30년국채엔화노출액티브증권상장지수투자신탁[,0,0,880,0,0,"148,694",,
ETF분배금입금,,0,0,880,0,0,0,,
2024.10.4,미래에셋TIGER미국S&P500타겟데일리커버드콜증권상장지수투자신_,0,0,"66,725",0,0,"215,419",,
ETF분배금입금,,0,0,"66,725",0,0,0,,
